,identifiers,origin,title
620,deut3031,europa/deutschl/ballad,deut3031
621,deut3025,europa/deutschl/ballad,deut3025
622,deut3019,europa/deutschl/ballad,deut3019
623,deut3233,europa/deutschl/ballad,deut3233
624,deut3555,europa/deutschl/ballad,deut3555
625,deut3541,europa/deutschl/ballad,deut3541
626,deut3227,europa/deutschl/ballad,deut3227
627,deut3569,europa/deutschl/ballad,deut3569
628,deut3596,europa/deutschl/ballad,deut3596
629,deut3582,europa/deutschl/ballad,deut3582
630,deut3583,europa/deutschl/ballad,deut3583
631,deut3597,europa/deutschl/ballad,deut3597
632,deut3568,europa/deutschl/ballad,deut3568
633,deut3540,europa/deutschl/ballad,deut3540
634,deut3226,europa/deutschl/ballad,deut3226
635,deut3232,europa/deutschl/ballad,deut3232
636,deut3554,europa/deutschl/ballad,deut3554
637,deut3018,europa/deutschl/ballad,deut3018
638,deut3024,europa/deutschl/ballad,deut3024
639,deut3030,europa/deutschl/ballad,deut3030
640,deut3193,europa/deutschl/ballad,deut3193
641,deut3187,europa/deutschl/ballad,deut3187
642,deut3178,europa/deutschl/ballad,deut3178
643,deut3150,europa/deutschl/ballad,deut3150
644,deut3636,europa/deutschl/ballad,deut3636
645,deut3622,europa/deutschl/ballad,deut3622
646,deut3144,europa/deutschl/ballad,deut3144
647,deut3391,europa/deutschl/ballad,deut3391
648,deut3385,europa/deutschl/ballad,deut3385
649,deut3408,europa/deutschl/ballad,deut3408
650,deut3434,europa/deutschl/ballad,deut3434
651,deut3352,europa/deutschl/ballad,deut3352
652,deut3346,europa/deutschl/ballad,deut3346
653,deut3420,europa/deutschl/ballad,deut3420
654,deut3418,europa/deutschl/ballad,deut3418
655,deut3424,europa/deutschl/ballad,deut3424
656,deut3342,europa/deutschl/ballad,deut3342
657,deut3356,europa/deutschl/ballad,deut3356
658,deut3430,europa/deutschl/ballad,deut3430
659,deut3381,europa/deutschl/ballad,deut3381
660,deut3395,europa/deutschl/ballad,deut3395
661,deut3168,europa/deutschl/ballad,deut3168
662,deut3140,europa/deutschl/ballad,deut3140
663,deut3626,europa/deutschl/ballad,deut3626
664,deut3632,europa/deutschl/ballad,deut3632
665,deut3154,europa/deutschl/ballad,deut3154
666,deut3183,europa/deutschl/ballad,deut3183
667,deut3197,europa/deutschl/ballad,deut3197
668,deut3008,europa/deutschl/ballad,deut3008
669,deut3034,europa/deutschl/ballad,deut3034
670,deut3020,europa/deutschl/ballad,deut3020
671,deut3578,europa/deutschl/ballad,deut3578
672,deut3550,europa/deutschl/ballad,deut3550
673,deut3236,europa/deutschl/ballad,deut3236
674,deut3222,europa/deutschl/ballad,deut3222
675,deut3544,europa/deutschl/ballad,deut3544
676,deut3593,europa/deutschl/ballad,deut3593
677,deut3587,europa/deutschl/ballad,deut3587
678,deut3586,europa/deutschl/ballad,deut3586
679,deut3592,europa/deutschl/ballad,deut3592
680,deut3223,europa/deutschl/ballad,deut3223
681,deut3545,europa/deutschl/ballad,deut3545
682,deut3551,europa/deutschl/ballad,deut3551
683,deut3237,europa/deutschl/ballad,deut3237
684,deut3579,europa/deutschl/ballad,deut3579
685,deut3021,europa/deutschl/ballad,deut3021
686,deut3035,europa/deutschl/ballad,deut3035
687,deut3009,europa/deutschl/ballad,deut3009
688,deut3196,europa/deutschl/ballad,deut3196
689,deut3182,europa/deutschl/ballad,deut3182
690,deut3633,europa/deutschl/ballad,deut3633
691,deut3155,europa/deutschl/ballad,deut3155
692,deut3141,europa/deutschl/ballad,deut3141
693,deut3627,europa/deutschl/ballad,deut3627
694,deut3169,europa/deutschl/ballad,deut3169
695,deut3394,europa/deutschl/ballad,deut3394
696,deut3380,europa/deutschl/ballad,deut3380
697,deut3357,europa/deutschl/ballad,deut3357
698,deut3431,europa/deutschl/ballad,deut3431
699,deut3425,europa/deutschl/ballad,deut3425
700,deut3343,europa/deutschl/ballad,deut3343
701,deut3419,europa/deutschl/ballad,deut3419
702,deut3369,europa/deutschl/ballad,deut3369
703,deut3433,europa/deutschl/ballad,deut3433
704,deut3355,europa/deutschl/ballad,deut3355
705,deut3341,europa/deutschl/ballad,deut3341
706,deut3427,europa/deutschl/ballad,deut3427
707,deut3396,europa/deutschl/ballad,deut3396
708,deut3382,europa/deutschl/ballad,deut3382
709,deut3619,europa/deutschl/ballad,deut3619
710,deut3157,europa/deutschl/ballad,deut3157
711,deut3631,europa/deutschl/ballad,deut3631
712,deut3625,europa/deutschl/ballad,deut3625
713,deut3143,europa/deutschl/ballad,deut3143
714,deut3194,europa/deutschl/ballad,deut3194
715,deut3180,europa/deutschl/ballad,deut3180
716,deut3023,europa/deutschl/ballad,deut3023
717,deut3037,europa/deutschl/ballad,deut3037
718,deut3209,europa/deutschl/ballad,deut3209
719,deut3547,europa/deutschl/ballad,deut3547
720,deut3221,europa/deutschl/ballad,deut3221
721,deut3235,europa/deutschl/ballad,deut3235
722,deut3553,europa/deutschl/ballad,deut3553
723,deut3584,europa/deutschl/ballad,deut3584
724,deut3590,europa/deutschl/ballad,deut3590
725,deut3591,europa/deutschl/ballad,deut3591
726,deut3585,europa/deutschl/ballad,deut3585
727,deut3234,europa/deutschl/ballad,deut3234
728,deut3552,europa/deutschl/ballad,deut3552
729,deut3546,europa/deutschl/ballad,deut3546
730,deut3220,europa/deutschl/ballad,deut3220
731,deut3208,europa/deutschl/ballad,deut3208
732,deut3036,europa/deutschl/ballad,deut3036
733,deut3022,europa/deutschl/ballad,deut3022
734,deut3181,europa/deutschl/ballad,deut3181
735,deut3195,europa/deutschl/ballad,deut3195
736,deut3624,europa/deutschl/ballad,deut3624
737,deut3142,europa/deutschl/ballad,deut3142
738,deut3156,europa/deutschl/ballad,deut3156
739,deut3630,europa/deutschl/ballad,deut3630
740,deut3618,europa/deutschl/ballad,deut3618
741,deut3383,europa/deutschl/ballad,deut3383
742,deut3397,europa/deutschl/ballad,deut3397
743,deut3340,europa/deutschl/ballad,deut3340
744,deut3426,europa/deutschl/ballad,deut3426
745,deut3432,europa/deutschl/ballad,deut3432
746,deut3354,europa/deutschl/ballad,deut3354
747,deut3368,europa/deutschl/ballad,deut3368
748,deut3371,europa/deutschl/ballad,deut3371
749,deut3417,europa/deutschl/ballad,deut3417
750,deut3403,europa/deutschl/ballad,deut3403
751,deut3365,europa/deutschl/ballad,deut3365
752,deut3359,europa/deutschl/ballad,deut3359
753,deut3615,europa/deutschl/ballad,deut3615
754,deut3173,europa/deutschl/ballad,deut3173
755,deut3167,europa/deutschl/ballad,deut3167
756,deut3601,europa/deutschl/ballad,deut3601
757,deut3629,europa/deutschl/ballad,deut3629
758,deut3198,europa/deutschl/ballad,deut3198
759,deut3007,europa/deutschl/ballad,deut3007
760,deut3013,europa/deutschl/ballad,deut3013
761,deut3205,europa/deutschl/ballad,deut3205
762,deut3563,europa/deutschl/ballad,deut3563
763,deut3577,europa/deutschl/ballad,deut3577
764,deut3211,europa/deutschl/ballad,deut3211
765,deut3239,europa/deutschl/ballad,deut3239
766,deut3588,europa/deutschl/ballad,deut3588
767,deut3589,europa/deutschl/ballad,deut3589
768,deut3238,europa/deutschl/ballad,deut3238
769,deut3576,europa/deutschl/ballad,deut3576
770,deut3210,europa/deutschl/ballad,deut3210
771,deut3204,europa/deutschl/ballad,deut3204
772,deut3562,europa/deutschl/ballad,deut3562
773,deut3012,europa/deutschl/ballad,deut3012
774,deut3006,europa/deutschl/ballad,deut3006
775,deut3199,europa/deutschl/ballad,deut3199
776,deut3628,europa/deutschl/ballad,deut3628
777,deut3166,europa/deutschl/ballad,deut3166
778,deut3600,europa/deutschl/ballad,deut3600
779,deut3614,europa/deutschl/ballad,deut3614
780,deut3172,europa/deutschl/ballad,deut3172
781,deut3358,europa/deutschl/ballad,deut3358
782,deut3402,europa/deutschl/ballad,deut3402
783,deut3364,europa/deutschl/ballad,deut3364
784,deut3370,europa/deutschl/ballad,deut3370
785,deut3416,europa/deutschl/ballad,deut3416
786,deut3366,europa/deutschl/ballad,deut3366
787,deut3400,europa/deutschl/ballad,deut3400
788,deut3414,europa/deutschl/ballad,deut3414
789,deut3372,europa/deutschl/ballad,deut3372
790,deut3428,europa/deutschl/ballad,deut3428
791,deut3399,europa/deutschl/ballad,deut3399
792,deut3602,europa/deutschl/ballad,deut3602
793,deut3164,europa/deutschl/ballad,deut3164
794,deut3170,europa/deutschl/ballad,deut3170
795,deut3616,europa/deutschl/ballad,deut3616
796,deut3158,europa/deutschl/ballad,deut3158
797,deut3010,europa/deutschl/ballad,deut3010
798,deut3004,europa/deutschl/ballad,deut3004
799,deut3038,europa/deutschl/ballad,deut3038
800,deut3212,europa/deutschl/ballad,deut3212
801,deut3574,europa/deutschl/ballad,deut3574
802,deut3560,europa/deutschl/ballad,deut3560
803,deut3206,europa/deutschl/ballad,deut3206
804,deut3548,europa/deutschl/ballad,deut3548
805,deut3549,europa/deutschl/ballad,deut3549
806,deut3561,europa/deutschl/ballad,deut3561
807,deut3207,europa/deutschl/ballad,deut3207
808,deut3213,europa/deutschl/ballad,deut3213
809,deut3575,europa/deutschl/ballad,deut3575
810,deut3039,europa/deutschl/ballad,deut3039
811,deut3005,europa/deutschl/ballad,deut3005
812,deut3011,europa/deutschl/ballad,deut3011
813,deut3159,europa/deutschl/ballad,deut3159
814,deut3171,europa/deutschl/ballad,deut3171
815,deut3617,europa/deutschl/ballad,deut3617
816,deut3603,europa/deutschl/ballad,deut3603
817,deut3165,europa/deutschl/ballad,deut3165
818,deut3398,europa/deutschl/ballad,deut3398
819,deut3429,europa/deutschl/ballad,deut3429
820,deut3415,europa/deutschl/ballad,deut3415
821,deut3373,europa/deutschl/ballad,deut3373
822,deut3367,europa/deutschl/ballad,deut3367
823,deut3401,europa/deutschl/ballad,deut3401
824,deut3439,europa/deutschl/ballad,deut3439
825,deut3405,europa/deutschl/ballad,deut3405
826,deut3363,europa/deutschl/ballad,deut3363
827,deut3377,europa/deutschl/ballad,deut3377
828,deut3411,europa/deutschl/ballad,deut3411
829,deut3388,europa/deutschl/ballad,deut3388
830,deut3149,europa/deutschl/ballad,deut3149
831,deut3161,europa/deutschl/ballad,deut3161
832,deut3607,europa/deutschl/ballad,deut3607
833,deut3613,europa/deutschl/ballad,deut3613
834,deut3175,europa/deutschl/ballad,deut3175
835,deut3029,europa/deutschl/ballad,deut3029
836,deut3015,europa/deutschl/ballad,deut3015
837,deut3001,europa/deutschl/ballad,deut3001
838,deut3559,europa/deutschl/ballad,deut3559
839,deut3571,europa/deutschl/ballad,deut3571
840,deut3217,europa/deutschl/ballad,deut3217
841,deut3203,europa/deutschl/ballad,deut3203
842,deut3565,europa/deutschl/ballad,deut3565
843,deut3202,europa/deutschl/ballad,deut3202
844,deut3564,europa/deutschl/ballad,deut3564
845,deut3570,europa/deutschl/ballad,deut3570
846,deut3216,europa/deutschl/ballad,deut3216
847,deut3558,europa/deutschl/ballad,deut3558
848,deut3000,europa/deutschl/ballad,deut3000
849,deut3014,europa/deutschl/ballad,deut3014
850,deut3028,europa/deutschl/ballad,deut3028
851,deut3612,europa/deutschl/ballad,deut3612
852,deut3174,europa/deutschl/ballad,deut3174
853,deut3160,europa/deutschl/ballad,deut3160
854,deut3606,europa/deutschl/ballad,deut3606
855,deut3148,europa/deutschl/ballad,deut3148
856,deut3389,europa/deutschl/ballad,deut3389
857,deut3376,europa/deutschl/ballad,deut3376
858,deut3410,europa/deutschl/ballad,deut3410
859,deut3404,europa/deutschl/ballad,deut3404
860,deut3362,europa/deutschl/ballad,deut3362
861,deut3438,europa/deutschl/ballad,deut3438
862,deut3348,europa/deutschl/ballad,deut3348
863,deut3412,europa/deutschl/ballad,deut3412
864,deut3374,europa/deutschl/ballad,deut3374
865,deut3360,europa/deutschl/ballad,deut3360
866,deut3406,europa/deutschl/ballad,deut3406
867,deut3638,europa/deutschl/ballad,deut3638
868,deut3176,europa/deutschl/ballad,deut3176
869,deut3610,europa/deutschl/ballad,deut3610
870,deut3604,europa/deutschl/ballad,deut3604
871,deut3162,europa/deutschl/ballad,deut3162
872,deut3189,europa/deutschl/ballad,deut3189
873,deut3002,europa/deutschl/ballad,deut3002
874,deut3016,europa/deutschl/ballad,deut3016
875,deut3228,europa/deutschl/ballad,deut3228
876,deut3566,europa/deutschl/ballad,deut3566
877,deut3200,europa/deutschl/ballad,deut3200
878,deut3214,europa/deutschl/ballad,deut3214
879,deut3572,europa/deutschl/ballad,deut3572
880,deut3599,europa/deutschl/ballad,deut3599
881,deut3598,europa/deutschl/ballad,deut3598
882,deut3215,europa/deutschl/ballad,deut3215
883,deut3573,europa/deutschl/ballad,deut3573
884,deut3567,europa/deutschl/ballad,deut3567
885,deut3201,europa/deutschl/ballad,deut3201
886,deut3229,europa/deutschl/ballad,deut3229
887,deut3017,europa/deutschl/ballad,deut3017
888,deut3003,europa/deutschl/ballad,deut3003
889,deut3188,europa/deutschl/ballad,deut3188
890,deut3605,europa/deutschl/ballad,deut3605
891,deut3163,europa/deutschl/ballad,deut3163
892,deut3177,europa/deutschl/ballad,deut3177
893,deut3611,europa/deutschl/ballad,deut3611
894,deut3639,europa/deutschl/ballad,deut3639
895,deut3361,europa/deutschl/ballad,deut3361
896,deut3407,europa/deutschl/ballad,deut3407
897,deut3413,europa/deutschl/ballad,deut3413
898,deut3375,europa/deutschl/ballad,deut3375
899,deut3349,europa/deutschl/ballad,deut3349
900,deut3474,europa/deutschl/ballad,deut3474
901,deut3312,europa/deutschl/ballad,deut3312
902,deut3306,europa/deutschl/ballad,deut3306
903,deut3460,europa/deutschl/ballad,deut3460
904,deut3448,europa/deutschl/ballad,deut3448
905,deut3110,europa/deutschl/ballad,deut3110
906,deut3662,europa/deutschl/ballad,deut3662
907,deut3104,europa/deutschl/ballad,deut3104
908,deut3138,europa/deutschl/ballad,deut3138
909,deut3064,europa/deutschl/ballad,deut3064
910,deut3070,europa/deutschl/ballad,deut3070
911,deut3058,europa/deutschl/ballad,deut3058
912,deut3500,europa/deutschl/ballad,deut3500
913,deut3266,europa/deutschl/ballad,deut3266
914,deut3272,europa/deutschl/ballad,deut3272
915,deut3514,europa/deutschl/ballad,deut3514
916,deut3528,europa/deutschl/ballad,deut3528
917,deut3299,europa/deutschl/ballad,deut3299
918,deut3298,europa/deutschl/ballad,deut3298
919,deut3529,europa/deutschl/ballad,deut3529
920,deut3273,europa/deutschl/ballad,deut3273
921,deut3515,europa/deutschl/ballad,deut3515
922,deut3501,europa/deutschl/ballad,deut3501
923,deut3267,europa/deutschl/ballad,deut3267
924,deut3059,europa/deutschl/ballad,deut3059
925,deut3071,europa/deutschl/ballad,deut3071
926,deut3065,europa/deutschl/ballad,deut3065
927,deut3139,europa/deutschl/ballad,deut3139
928,deut3105,europa/deutschl/ballad,deut3105
929,deut3111,europa/deutschl/ballad,deut3111
930,deut3449,europa/deutschl/ballad,deut3449
931,deut3307,europa/deutschl/ballad,deut3307
932,deut3461,europa/deutschl/ballad,deut3461
933,deut3475,europa/deutschl/ballad,deut3475
934,deut3313,europa/deutschl/ballad,deut3313
935,deut3463,europa/deutschl/ballad,deut3463
936,deut3305,europa/deutschl/ballad,deut3305
937,deut3311,europa/deutschl/ballad,deut3311
938,deut3477,europa/deutschl/ballad,deut3477
939,deut2999,europa/deutschl/ballad,deut2999
940,deut3339,europa/deutschl/ballad,deut3339
941,deut3488,europa/deutschl/ballad,deut3488
942,deut3107,europa/deutschl/ballad,deut3107
943,deut3661,europa/deutschl/ballad,deut3661
944,deut3113,europa/deutschl/ballad,deut3113
945,deut3649,europa/deutschl/ballad,deut3649
946,deut3073,europa/deutschl/ballad,deut3073
947,deut3067,europa/deutschl/ballad,deut3067
948,deut3098,europa/deutschl/ballad,deut3098
949,deut3517,europa/deutschl/ballad,deut3517
950,deut3271,europa/deutschl/ballad,deut3271
951,deut3265,europa/deutschl/ballad,deut3265
952,deut3503,europa/deutschl/ballad,deut3503
953,deut3259,europa/deutschl/ballad,deut3259
954,deut3258,europa/deutschl/ballad,deut3258
955,deut3264,europa/deutschl/ballad,deut3264
956,deut3502,europa/deutschl/ballad,deut3502
957,deut3516,europa/deutschl/ballad,deut3516
958,deut3270,europa/deutschl/ballad,deut3270
959,deut3099,europa/deutschl/ballad,deut3099
960,deut3066,europa/deutschl/ballad,deut3066
961,deut3072,europa/deutschl/ballad,deut3072
962,deut3648,europa/deutschl/ballad,deut3648
963,deut3112,europa/deutschl/ballad,deut3112
964,deut3106,europa/deutschl/ballad,deut3106
965,deut3660,europa/deutschl/ballad,deut3660
966,deut3489,europa/deutschl/ballad,deut3489
967,deut2998,europa/deutschl/ballad,deut2998
968,deut3338,europa/deutschl/ballad,deut3338
969,deut3310,europa/deutschl/ballad,deut3310
970,deut3476,europa/deutschl/ballad,deut3476
971,deut3462,europa/deutschl/ballad,deut3462
972,deut3304,europa/deutschl/ballad,deut3304
973,deut2988,europa/deutschl/ballad,deut2988
974,deut3328,europa/deutschl/ballad,deut3328
975,deut3300,europa/deutschl/ballad,deut3300
976,deut3466,europa/deutschl/ballad,deut3466
977,deut3472,europa/deutschl/ballad,deut3472
978,deut3314,europa/deutschl/ballad,deut3314
979,deut3499,europa/deutschl/ballad,deut3499
980,deut2977,europa/deutschl/ballad,deut2977
981,deut3658,europa/deutschl/ballad,deut3658
982,deut3102,europa/deutschl/ballad,deut3102
983,deut3116,europa/deutschl/ballad,deut3116
984,deut3076,europa/deutschl/ballad,deut3076
985,deut3062,europa/deutschl/ballad,deut3062
986,deut3089,europa/deutschl/ballad,deut3089
987,deut3248,europa/deutschl/ballad,deut3248
988,deut3274,europa/deutschl/ballad,deut3274
989,deut3512,europa/deutschl/ballad,deut3512
990,deut3506,europa/deutschl/ballad,deut3506
991,deut3260,europa/deutschl/ballad,deut3260
992,deut3507,europa/deutschl/ballad,deut3507
993,deut3261,europa/deutschl/ballad,deut3261
994,deut3275,europa/deutschl/ballad,deut3275
995,deut3513,europa/deutschl/ballad,deut3513
996,deut3249,europa/deutschl/ballad,deut3249
997,deut3088,europa/deutschl/ballad,deut3088
998,deut3063,europa/deutschl/ballad,deut3063
999,deut3077,europa/deutschl/ballad,deut3077
1000,deut3117,europa/deutschl/ballad,deut3117
1001,deut3103,europa/deutschl/ballad,deut3103
1002,deut3659,europa/deutschl/ballad,deut3659
